id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
84,,BTCUSDT,SHORT,CLOSED,75721.4,75424.1,75410.5,200.92669851805056,1.0,200.92669851805056,0.002653499519528833,STRONG_BUY,0.2198,0.1112,28.65,28.2141,27.0743,0.2499,-0.2493,BEARISH,-0.1208,-0.1208,28.2141,27.0743,28.6,26.7,1.4305,1.638,13.0,87.0,15.9,1.1398,4.0,BEAR_EXHAUSTED,STRONG_BEAR,16.386009561515532,41.14018064692547,0.1696,0.0982,5e-05,0.09041701433312274,0.09006201589990259,0.18047903023302533,0.6084063769228657,0.30280016613531757,0.5017766377800652,-0.3920320147276804,,75273.5,0.0,0.2692,-0.0668,2026-04-30T05:27:40.962556,2026-04-30T03:39:27.543326,-0.1597,RECOVERED,1,0.5,,True,,False,,,,0.07,-0.0658,True,0.3026,-0.0893,10.97,0.0,5.03,0.0431,0.1035,0.2931,6.17,0.0249,2.76,0.1947,,,,2026-04-30T05:27:40.862625,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-04-30T03:32:55.516185,-0.2474,2026-04-30T04:05:56.392885,-0.1229,,,0.1365,9.23,-0.0514,17.24,2026-04-30T02:36:27,2026-04-30T05:30:25.297235,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
83,,ASTERUSDT,LONG,CLOSED,0.6629,0.6603,0.6603,202.10387291800117,1.0,202.10387291800117,304.8783721798177,STRONG_BUY,0.0924,0.0481,61.97,16.3384,16.1535,0.1658,0.1661,BULLISH,0.0561,0.0269,29.313,29.989,54.5,59.1,0.9256,1.1514,65.2,26.1,68.4,0.185,1.0,STRONG_BULL,HEALTHY_BEAR,29.804524245294818,20.39551062686001,0.1853,0.0809,5e-05,0.09094674281310053,0.09059003511765014,0.18153677793075068,-0.9742205455982909,-0.48203952330668975,0.0457059888369137,-0.48203952330668975,0.6638,,0.0,0.2292,0.2418,2026-04-30T02:24:46.610393,2026-04-30T02:30:36.347739,-0.3429,ENDED_NEG,1,0.5,,True,,False,,,,-0.3125,0.183,True,-0.4068,-1.327,0.12,19.11,0.59,-0.5426,-0.6482,0.0,0.59,-0.5426,2.85,-0.8141,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-04-30T02:20:20.312467,-0.1654,,,2026-04-30T02:30:39.388749,-0.482,,,,,2026-04-30T02:19:47,2026-04-30T02:30:39.389601,REGIME_CHANGE L1,TAKER_FALLBACK,TAKER,True,
82,,WLFIUSDT,LONG,CLOSED,0.0641,0.0633,0.0634,202.10387291800117,1.0,202.10387291800117,3152.9465353822334,STRONG_BUY,0.3487,0.1056,60.43,15.9433,15.5208,0.2161,0.2166,BULLISH,0.1827,0.0336,29.4513,29.989,59.6,59.1,0.7946,0.9052,73.9,21.7,73.3,0.4225,3.0,STRONG_BULL,CHOPPY_FLAT,21.482776425444424,13.898566475859187,0.5873,0.1788,5e-05,0.09094674281310053,0.0898116820603629,0.18075842487346344,-2.7031156531792786,-1.3374882995319952,0.0,-1.3374882995319952,0.0641,,0.0,,,,2026-04-30T02:29:18.137948,-0.605,ENDED_NEG,1,0.5,,False,,False,,,,-0.605,-0.172,True,-1.026,-2.4301,0.12,32.72,0.02,-1.338,-1.9621,0.0,0.02,-1.338,16.38,-1.8061,,,,,,,,,,,,,,,,,,,,,,True,-1.0256,2026-04-30T02:25:05.702767,WIDE_SL,False,,,2026-04-30T02:20:20.310922,-0.2459,,,,,-0.8697,7.52,-0.8697,7.52,2026-04-30T02:17:58,2026-04-30T02:29:18.140453,FL_EMERGENCY_SL L1,TAKER_FALLBACK,TAKER,True,
81,,WLFIUSDT,LONG,SIGNAL_EXPIRED,0.064,0.064,0.064,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-30T02:16:09.440648,2026-04-30T02:16:09.440648,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
80,,API3USDT,LONG,SIGNAL_EXPIRED,0.363,0.363,0.363,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-30T01:38:56.331053,2026-04-30T01:38:56.331053,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
79,,PENGUUSDT,LONG,SIGNAL_EXPIRED,0.00979,0.00979,0.00979,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-30T01:38:15.923707,2026-04-30T01:38:15.923707,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
78,,API3USDT,LONG,SIGNAL_EXPIRED,0.3626,0.3626,0.3626,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-30T01:36:27.455330,2026-04-30T01:36:27.455330,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
77,,NOMUSDT,LONG,SIGNAL_EXPIRED,0.003063,0.003063,0.003063,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-30T01:03:53.400873,2026-04-30T01:03:53.400873,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
76,,AAVEUSDT,LONG,CLOSED,93.508,92.46,92.46,202.10387291800117,1.0,202.10387291800117,2.1613538191170933,STRONG_BUY,0.0909,0.0557,57.97,19.4332,19.0477,0.1363,0.1365,BULLISH,0.0474,0.1277,27.5413,25.8086,70.2,67.3,1.9554,1.0894,84.8,10.9,85.1,0.3855,2.0,HEALTHY_BULL,CHOPPY_FLAT,20.627499168968434,12.523711823734008,0.2695,-0.1127,5e-05,0.036378697125240216,0.08992744835200489,0.1263061454772451,-2.391404947911963,-1.1832553792188925,0.0994797878256417,-1.3970445737263022,93.66,,0.0,0.4075,0.0109,2026-04-30T01:28:15.256380,2026-04-30T02:30:23.018387,-0.7468,ENDED_NEG,1,0.5,,False,,False,,,,-0.5288,-0.2126,True,-1.0768,-2.0821,0.0,16.28,0.0,-1.0768,-1.8468,0.0,0.87,-1.4511,16.44,-1.9965,,,,,,,,,,,,,,,,,,,,,,True,-0.5526,2026-04-30T01:40:33.353300,SIGNAL_LOST,True,2026-04-30T02:20:41.506218,-0.8091,2026-04-30T02:05:47.515312,-0.574,2026-04-30T02:10:20.256964,-0.4884,,,-0.4136,2.98,-0.4884,13.23,2026-04-30T01:03:13,2026-04-30T02:30:23.057355,FL_DEEP_STOP L1,MAKER,TAKER,True,
75,,NOMUSDT,LONG,SIGNAL_EXPIRED,0.003061,0.003061,0.003061,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-30T01:00:53.788105,2026-04-30T01:00:53.788105,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
74,,PENGUUSDT,LONG,SIGNAL_EXPIRED,0.009747,0.009747,0.009747,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-30T00:56:47.219782,2026-04-30T00:56:47.219782,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
73,,BTCUSDT,LONG,CLOSED,76020.6,75905.6,75905.6,202.10387291800117,1.0,202.10387291800117,0.002658540881261147,STRONG_BUY,0.1351,0.066,62.48,20.5103,19.4521,0.1027,0.1028,BULLISH,0.0832,0.0831,20.5103,19.4521,62.4,71.5,2.7517,2.0161,78.3,17.4,76.0,1.0582,3.0,HEALTHY_BULL,HEALTHY_BEAR,34.37807798028524,16.830454929407214,0.1385,0.0181,1.3e-05,0.036378697125240216,0.09080916332249525,0.12718786044773547,-0.43292006179276743,-0.21420671239111505,0.4950185107720725,-0.21420671239111505,76445.0,,0.0,0.182,0.0666,2026-04-30T01:54:12.177815,2026-04-30T02:30:37.770355,-0.4094,ENDED_NEG,1,0.5,,False,,False,,,,-0.3915,-0.0793,True,-0.1844,-0.7585,0.04,9.26,0.01,-0.2023,-0.4505,0.0,0.6,-0.3102,28.73,-0.4909,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-04-30T02:05:47.512440,0.2056,2026-04-30T02:10:20.254181,0.2432,2026-04-30T02:30:39.103215,-0.2142,0.1129,33.01,0.1046,22.78,2026-04-30T00:43:25,2026-04-30T02:30:39.104226,REGIME_CHANGE L1,MAKER,TAKER,True,
72,,LINKUSDT,LONG,SIGNAL_EXPIRED,9.129,9.129,9.129,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-30T00:37:42.589736,2026-04-30T00:37:42.589736,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
71,,API3USDT,LONG,CLOSED,0.3667,0.3651,0.3651,202.28039248602826,1.0,202.28039248602826,551.6236500846148,STRONG_BUY,0.2238,0.0648,61.31,15.196,14.6242,0.1711,0.1714,BULLISH,0.091,0.0411,18.9914,18.9792,60.4,63.3,0.5717,0.7131,84.8,8.7,95.3,0.5718,1.0,HEALTHY_BULL,CHOPPY_WEAK,21.516496063218145,13.575274190048361,0.4142,0.2118,5e-05,0.03641047064748509,0.09062900759065179,0.12703947823813688,-1.0096373183735459,-0.4991276247613978,0.2913536951186168,-0.5809015544041485,0.368,,0.0,0.3671,0.0467,2026-04-29T22:59:45.689032,2026-04-29T23:22:51.513016,-0.3444,ENDED_NEG,1,0.5,,False,,False,,,,-0.1442,-0.2736,True,0.0461,-2.081,37.17,41.09,0.0,-0.4993,-1.5356,0.0,14.29,-0.6629,14.29,-0.6629,,,,,,,,,,,,,,,,,,,,,,True,-0.5264,2026-04-29T22:28:41.724541,SIGNAL_LOST,False,,,2026-04-29T22:28:53.791095,-0.5264,2026-04-29T22:40:21.322931,0.0188,2026-04-29T23:25:53.725121,-0.4991,-0.0903,27.39,-0.4719,9.1,2026-04-29T22:18:06,2026-04-29T23:25:53.726031,FL_REGIME_CHANGE L1,MAKER,TAKER,True,
70,,币安人生USDT,LONG,SIGNAL_EXPIRED,0.34644,0.34644,0.34644,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-29T22:02:10.204836,2026-04-29T22:02:10.204836,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
69,,币安人生USDT,LONG,SIGNAL_EXPIRED,0.34596,0.34596,0.34596,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-29T21:58:04.943916,2026-04-29T21:58:04.943916,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
68,,API3USDT,LONG,SIGNAL_EXPIRED,0.3665,0.3665,0.3665,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-29T21:57:24.578842,2026-04-29T21:57:24.578842,SIGNAL_EXPIRED:btc_rsi_out_of_range_65.0,SIGNAL_EXPIRED,TAKER,True,
67,,API3USDT,LONG,SIGNAL_EXPIRED,0.3662,0.3662,0.3662,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-29T21:53:18.872705,2026-04-29T21:53:18.872705,SIGNAL_EXPIRED:btc_rsi_out_of_range_66.1,SIGNAL_EXPIRED,TAKER,True,
66,,TAOUSDT,LONG,CLOSED,252.06,254.3,254.3,201.92150636822709,1.0,201.92150636822709,0.8010850843776366,STRONG_BUY,0.2071,0.0554,57.62,16.4347,16.1512,0.0878,0.0879,BULLISH,0.0908,0.021,21.1743,22.3282,53.5,52.3,0.4544,0.4107,41.3,34.8,86.3,0.2836,2.0,HEALTHY_BULL,CHOPPY_WEAK,23.924778116255887,15.909572485572882,0.3421,-0.0008,0.0,0.09086467786570218,0.09167217163075485,0.18253684949645704,1.6118937395094564,0.7982773942712089,1.0005191224311671,-0.23275886693644907,254.81,,0.0,0.785,0.3933,2026-04-29T20:19:24.148779,2026-04-29T20:03:13.315069,0.072,NEVER,2,1.0,,True,,False,,,,0.586,0.3933,True,1.0605,0.4694,18.88,40.17,,,0.5368,,26.66,0.9415,10.74,0.7868,,,,2026-04-29T20:15:44.187859,,2026-04-29T20:19:24.148794,,2026-04-29T20:48:39.598227,0.4853,2026-04-29T20:32:15.352547,0.6638,2026-04-29T20:42:18.663807,0.8503,2026-04-29T20:32:08.317237,0.6519,2026-04-29T20:42:18.663807,0.8503,2026-04-29T20:42:28.713837,0.8145,2026-04-29T20:42:18.663807,0.8503,False,,,,False,,,2026-04-29T20:16:51.893134,0.5286,2026-04-29T20:19:09.063797,0.604,,,,,,,2026-04-29T20:02:34,2026-04-29T20:19:59.253705,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
65,,BNBUSDT,SHORT,SIGNAL_EXPIRED,613.22,613.22,613.22,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-29T18:20:06.246510,2026-04-29T18:20:06.246510,SIGNAL_EXPIRED:signal_flipped_SHORT_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
64,,BTCUSDT,SHORT,CLOSED,75184.3,75540.0,75540.0,202.11274710371254,1.0,202.11274710371254,0.0026882307490222364,VERY_STRONG,0.4824,0.1838,32.21,32.1892,30.9293,0.2573,-0.2566,BEARISH,-0.2916,-0.2924,32.1892,30.9293,32.0,30.8,1.8299,2.6691,13.0,87.0,23.4,1.2599,4.0,STRONG_BEAR,HEALTHY_BULL,13.349907797277409,38.5631492619315,0.2934,-0.2822,-0.000617,0.03638029447866826,0.09138102785151288,0.12776132233018114,-1.0839649997573828,-0.5363169890522318,0.3066583063219354,-0.6130962700989357,,74906.5,0.0,,,,2026-04-29T20:00:11.892638,-0.2033,ENDED_NEG,1,0.5,,False,,False,,,,-0.074,0.0882,True,-0.4137,-0.8821,35.93,13.07,0.0,-0.5408,-0.8318,0.0,0.0,-0.5408,28.27,-0.6649,,,,,,,,,,,,,,,,,,,,,,True,-0.5001,2026-04-29T19:14:54.329977,SIGNAL_LOST,False,,,2026-04-29T18:36:00.851331,-0.0867,2026-04-29T18:36:18.025191,-0.1832,2026-04-29T20:01:18.874350,-0.5363,-0.0831,0.03,-0.2172,7.92,2026-04-29T18:17:06,2026-04-29T20:01:18.875870,FL_REGIME_CHANGE L1,MAKER,TAKER,True,
63,,AVAXUSDT,LONG,CLOSED,9.167,9.075,9.075,202.51924367659893,1.0,202.51924367659893,22.092205048172676,VERY_STRONG,0.1974,0.0775,61.53,23.7875,23.2459,0.1079,0.108,BULLISH,0.0902,0.035,28.0654,29.2747,55.0,59.3,0.4929,1.2557,69.6,26.1,77.7,0.5416,2.0,STRONG_BULL,CHOPPY_FLAT,28.777212096416772,15.215059149232085,0.2374,-0.1195,5e-05,0.03645346386178781,0.09021904236547516,0.12667250622726298,-2.159155370659161,-1.066148249154582,0.0,-1.1097633904221673,9.17,,0.0,,,,2026-04-29T18:08:45.978150,-0.8105,ENDED_NEG,1,0.5,,False,,False,,,,-0.766,0.0358,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,-0.5101,2026-04-29T18:07:06.947898,SIGNAL_LOST,True,2026-04-29T18:08:38.526036,-0.8045,2026-04-29T18:02:40.932001,-0.1611,,,,,-0.2593,4.55,-0.1938,3.43,2026-04-29T18:00:59,2026-04-29T18:08:46.076037,FL_DEEP_STOP L1,MAKER,TAKER,True,
62,,APEUSDT,LONG,SIGNAL_EXPIRED,0.1459,0.1459,0.1459,0.0,1.0,0.0,0.0,VERY_STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-29T17:26:43.591623,2026-04-29T17:26:43.591623,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
61,,HYPEUSDT,SHORT,SIGNAL_EXPIRED,39.516,39.516,39.516,0.0,1.0,0.0,0.0,VERY_STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-29T15:45:28.103152,2026-04-29T15:45:28.103152,SIGNAL_EXPIRED:signal_flipped_SHORT_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
60,,TONUSDT,SHORT,CLOSED,1.3099,1.3042,1.3088,201.7119615039599,1.0,201.7119615039599,153.99035155657677,STRONG_BUY,0.3775,0.0897,33.76,26.0516,25.0827,0.2335,-0.2329,BEARISH,-0.1427,-0.1204,36.6203,35.8847,22.0,27.2,0.751,1.0759,21.3,74.5,15.0,0.9689,5.0,BEAR_EXHAUSTED,STRONG_BEAR,17.24780468280043,38.977580136840665,0.3808,-0.3505,5.2e-05,0.09077038267678196,0.09037539742503933,0.1811457801018213,0.6965992237706722,0.3453435376746346,0.03220169478586502,-0.7315588976257701,,1.3083,0.0,0.8321,-0.1728,2026-04-29T16:56:59.969338,2026-04-29T16:05:03.102723,-0.4622,RECOVERED,1,0.5,,True,,False,,,,0.6156,-0.1728,True,,,,,,,,,,,,,,,,2026-04-29T16:56:59.956091,,,,,,,,,,,,,,,,,,True,-0.5406,2026-04-29T16:10:19.892075,SIGNAL_LOST,False,,,,,,,,,-0.2351,50.55,,,2026-04-29T15:40:15,2026-04-29T16:56:59.976546,FL_TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
59,,HYPEUSDT,SHORT,CLOSED,39.624,39.446,39.446,201.7119615039599,1.0,201.7119615039599,5.090651158488792,VERY_STRONG,0.213,0.0889,37.03,31.229,30.5659,0.2733,-0.2726,BEARISH,-0.0991,-0.1374,35.0719,34.1494,29.7,23.4,1.1831,1.6447,16.7,75.0,18.6,0.6631,2.0,BEAR_EXHAUSTED,BEAR_EXHAUSTED,12.80061854721693,29.761624786372238,0.3458,-0.2181,5.2e-05,0.036308153070712786,0.090362621518987,0.12667077458969977,0.7794651316213275,0.3864248435291852,0.5858886785786518,-0.44677851806985924,,39.367,0.0,0.6763,-0.0546,2026-04-29T15:42:59.689481,2026-04-29T15:32:50.462694,-0.2703,RECOVERED,1,0.5,,True,,False,,,,0.4746,-0.0546,True,0.5477,-0.434,29.86,10.56,27.88,-0.1993,-0.121,0.5477,32.42,-0.3305,27.88,-0.1993,,,,2026-04-29T15:42:59.409935,,,,,,2026-04-29T15:43:59.190829,0.2398,2026-04-29T15:55:45.294435,0.255,2026-04-29T15:43:59.190829,0.2398,2026-04-29T15:55:45.294435,0.255,2026-04-29T15:55:39.234215,0.2651,2026-04-29T15:55:38.221445,0.26,False,,,,False,,,,,,,,,-0.1817,12.85,0.086,9.37,2026-04-29T15:18:04,2026-04-29T15:43:35.431587,TRAILING_STOP L1,MAKER,TAKER,True,
58,,ETHUSDT,SHORT,CLOSED,2287.25,2278.77,2278.66,201.28498662107125,1.0,201.28498662107125,0.08800305459441306,VERY_STRONG,0.28,0.0884,27.23,31.3659,30.8475,0.2392,-0.2387,BEARISH,-0.1336,-0.1344,33.7826,33.1177,24.1,25.3,1.0034,0.7864,14.6,79.2,3.6,0.5183,4.0,BEAR_EXHAUSTED,BEAR_EXHAUSTED,16.800787206299077,37.48666786222662,0.2162,-0.2783,5.2e-05,0.036231297591792826,0.09024242432314979,0.1264737219149426,0.6197921810456817,0.3079177396436777,0.5069361023062718,-0.2987602142310579,,2274.22,0.0,0.5383,-0.1302,2026-04-29T15:39:26.211461,2026-04-29T15:31:09.548299,-0.1229,RECOVERED,1,0.5,,True,,False,,,,0.3376,-0.1302,True,1.0291,0.3078,0.0,13.71,,,0.5661,,,,6.47,0.5727,,,,2026-04-29T15:39:25.392307,,,,,,2026-04-29T15:57:45.692379,0.6851,,,2026-04-29T15:57:45.692379,0.6851,,,2026-04-29T15:58:22.045982,0.6037,2026-04-29T15:58:07.922945,0.6496,False,,,,False,,,,,,,,,0.0109,10.29,-0.0866,14.99,2026-04-29T15:11:18,2026-04-29T15:40:22.332365,TRAILING_STOP L1,MAKER,TAKER,True,
57,,AVAXUSDT,SHORT,CLOSED,9.153,9.118,9.112,201.28498662107125,1.0,201.28498662107125,21.991148980779116,VERY_STRONG,0.2589,0.0858,29.36,32.2036,31.8356,0.2901,-0.2893,BEARISH,-0.1199,-0.1073,33.0152,32.607,25.7,29.2,1.2142,0.6888,20.8,75.0,7.1,0.368,4.0,BEAR_EXHAUSTED,BEAR_EXHAUSTED,16.665310367418822,36.23008394514158,0.2605,-0.2809,-0.000131,0.036231297591792826,0.09023188338303478,0.12646318097482762,0.6432270333524446,0.31956036272260613,0.5272359882005929,-0.16137266470010203,,9.099,0.0,0.7306,-0.3792,2026-04-29T15:12:25.685159,2026-04-29T15:08:26.127799,0.1697,NEVER,1,0.5,,True,,False,,,,0.5207,-0.3792,False,,,,,,,,,,,,,,,,2026-04-29T15:12:25.658356,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-04-29T15:07:51,2026-04-29T15:12:42.846204,TRAILING_STOP L1,MAKER,TAKER,True,
